Year,Company,Market_Cap
2021,MAC,3108607721.2651978
2022,MAC,1539962664.6158295
2023,MAC,2244815686.804413
2020,M,1408457748.6619263
2021,M,5624413958.0998535
2022,M,4016420844.022888
2023,M,3100438925.1882935
2020,MRO,2151490660.911392
2021,MRO,7309854999.584473
2022,MRO,12234603449.729004
2023,MRO,14707913792.934814
2020,MPC,8731070637.405396
2021,MPC,19247128566.16211
2022,MPC,31817381296.47827
2023,MPC,49652441726.135254
2020,MAR,25438135658.495117
2021,MAR,40690569051.57715
2022,MAR,38646747925.55078
2023,MAR,54776092669.40332
2020,MMC,53010386613.1897
2021,MMC,71095186990.41748
2022,MMC,71064332182.8003
2023,MMC,91890554453.49121
2020,MLM,14011430901.257324
2021,MLM,20482422085.824585
2022,MLM,19437932935.787964
2023,MLM,24945839261.990356
2020,MAS,11210519690.739624
2021,MAS,11440282069.69629
2022,MAS,9799522440.526978
2023,MAS,11468757075.892822
2020,MA,303130872976.58594
2021,MA,313153230882.56055
2022,MA,257513843141.23242
2023,MA,360804437002.3047
2020,MAT,3976829935.16922
2021,MAT,6308543818.473816
2022,MAT,6437706181.526184
2023,MAT,7487997233.390808
2020,MKC,22627002763.908447
2021,MKC,19168257886.551025
2022,MKC,17134760085.56372
2023,MKC,18533487778.211426
2020,MCD,143747450022.64062
2021,MCD,161586354326.82422
2022,MCD,158086089257.98828
2023,MCD,184509947992.78125
2020,MCK,18803068043.014526
2021,MCK,25408308188.827515
2022,MCK,43603218487.24365
2023,MCK,56113871172.576904
2020,MDT,118820761841.39062
2021,MDT,146208368626.03125
2022,MDT,96853038091.66406
2023,MDT,97212301504.52344
2020,MRK,177637369993.03125
2021,MRK,174415094748.42188
2022,MRK,206997012335.8125
2023,MRK,254217810291.01172
2020,MET,22841044687.467773
2021,MET,39351204236.64551
2022,MET,39920472087.78955
2023,MET,42651871530.06445
2020,MTD,20492442400.0
2021,MTD,29226477001.171875
2022,MTD,23004159000.390625
2023,MTD,23512357804.296875
2020,MCHP,25814984405.29419
2021,MCHP,38997931103.860596
2022,MCHP,31473316789.754883
2023,MCHP,41012415824.68408
2020,MU,51033759832.93164
2021,MU,77245319409.3711
2022,MU,54761990178.59131
2023,MU,74978667221.21973
2020,MSFT,1510273228129.4375
2021,MSFT,2042900053775.5
2022,MSFT,1701816913009.6875
2023,MSFT,2329496957123.875
2020,MAA,11888695523.040771
2021,MAA,19708244034.179688
2022,MAA,16744974823.791504
2023,MAA,14398097396.240234
2020,MHK,6159597557.858276
2021,MHK,11196973154.763794
2022,MHK,5755648503.094482
2023,MHK,5416078196.905518
2020,TAP,5876918164.953735
2021,TAP,8180880961.249634
2022,TAP,8718927828.726562
2023,TAP,11879445421.932373
2020,MDLZ,69983497045.78418
2021,MDLZ,72422413464.36328
2022,MDLZ,69853195595.29688
2023,MDLZ,90438643824.31055
2020,MNST,39277146505.43213
2021,MNST,43503605096.74072
2022,MNST,42587789951.62964
2023,MNST,51863466747.283936
2020,MCO,50989265692.62695
2021,MCO,62963089083.740234
2022,MCO,43471746491.02783
2023,MCO,57094797601.44043
2020,MS,68587662030.68848
2021,MS,141403025001.6211
2022,MS,118523943323.41406
2023,MS,126943463254.08105
2020,MSI,24840148181.1416
2021,MSI,37339169812.04004
2022,MSI,36493544431.353516
2023,MSI,44937685362.243164
2020,MUR,1201388386.9481506
2021,MUR,3486938410.2071533
2022,MUR,5018353131.050903
2023,MUR,6646250257.8585205
2020,NDAQ,22215252901.14453
2021,NDAQ,35405344861.30469
2022,NDAQ,31600145934.908203
2023,NDAQ,27510514919.55078
2020,NOV,3436954240.224121
2021,NOV,4973340329.716309
2022,NOV,6210714384.155273
2023,NOV,8110671648.025391
2020,NAVI,786245026.9174576
2021,NAVI,1920069873.2757568
2022,NAVI,1485090268.6786652
2023,NAVI,1808902553.61557
2020,NTAP,8030261027.746948
2021,NTAP,16956194611.495361
2022,NTAP,11981806583.24768
2023,NTAP,15148868013.066406
2020,NFLX,214595370425.87695
2021,NFLX,261936572742.70703
2022,NFLX,101042606764.2461
2023,NFLX,162052703598.61523
2020,NWL,6041555999.755859
2021,NWL,8092912597.65625
2022,NWL,5300222351.074219
2023,NWL,3616583496.09375
2020,NEM,63179135291.42139
2021,NEM,55902813665.68213
2022,NEM,44961228235.362305
2023,NEM,41201813049.69287
2020,NWSA,5099145044.216187
2021,NWSA,8630326120.40509
2022,NWSA,5600220720.919708
2023,NWSA,7518540658.401978
2020,NWS,2558087756.6871643
2021,NWS,4287945084.159851
2022,NWS,2875657851.4442444
2023,NWS,3935042409.172058
2020,NEE,129676799870.21777
2021,NEE,149665820490.7207
2022,NEE,152545540362.15234
2023,NEE,114256249097.8623
2020,NKE,142898325550.70117
2021,NKE,166589576552.27734
2022,NKE,96246977188.66602
2023,NKE,112119020881.98242
2020,NI,8549362884.714355
2021,NI,9761981051.904785
2022,NI,10487366581.417358
2023,NI,10655447482.436768
2020,JWN,1753679809.864563
2021,JWN,3891344984.556885
2022,JWN,2524484442.2612915
2023,JWN,2355379251.6536255
2020,NSC,44587400092.041016
2021,NSC,50656837089.59961
2022,NSC,45190572305.17578
2023,NSC,43458624367.91992
2020,NTRS,13863757051.635742
2021,NTRS,19684577460.81543
2022,NTRS,16043492568.496704
2023,NTRS,13512878133.239746
2020,NOC,43209075467.15625
2021,NOC,50221850420.91016
2022,NOC,66612174886.71094
2023,NOC,63326018496.64844
2020,NRG,5526822688.789368
2021,NRG,7597155121.536255
2022,NRG,7379161207.962036
2023,NRG,7733792594.299316
2020,NUE,9979197182.70111
2021,NUE,22378136686.50818
2022,NUE,24726682315.551758
2023,NUE,36631600722.595215
2020,NVDA,330987967747.66406
2021,NVDA,507292616314.23047
2022,NVDA,297497645809.3828
2023,NVDA,1066707739375.5234
2020,ORLY,26745267377.11487
2021,ORLY,35444962900.38452
2022,ORLY,40798307678.845215
2023,ORLY,52719059652.30713
2020,OXY,8867783219.343628
2021,OXY,26246740256.96704
2022,OXY,54886922131.035645
2023,OXY,58573655292.947266
2020,OMC,8416159213.018799
2021,OMC,12790143856.762207
2022,OMC,11581504714.43335
2023,OMC,14137741370.15625
2020,OKE,11687434184.86084
2021,OKE,28536159656.938477
2022,OKE,26766213444.445312
2023,OKE,35135328513.07324
2020,ORCL,155561543850.7881
2021,ORCL,230665858779.00586
2022,ORCL,164208537623.23242
2023,ORCL,289557140985.8965
2020,PCAR,25883584024.645752
2021,PCAR,24503735706.61377
2022,PCAR,26834434340.799316
2023,PCAR,42614992036.73877
2020,PH,24550340450.134277
2021,PH,34400958006.5918
2022,PH,30291791556.70166
2023,PH,49512697413.0249
2020,PDCO,1843799728.7464142
2021,PDCO,2385384385.4141235
2022,PDCO,1965873344.6216583
2023,PDCO,2516612311.9926453
2020,PAYX,25689256258.078125
2021,PAYX,37202803867.96973
2022,PAYX,38023142930.453125
2023,PAYX,40235837867.697266
2020,PYPL,201429675499.5586
2021,PYPL,266020476400.91016
2022,PYPL,87991941410.88965
2023,PYPL,59765409928.668945
2020,PNR,7155059283.027649
2021,PNR,11504462053.43628
2022,PNR,6527084324.180603
2023,PNR,10581630018.287659
2020,PEP,169730003640.75
2021,PEP,189643139921.40625
2022,PEP,211461415475.53125
2023,PEP,225455416363.0625
2020,PRGO,5558353206.159058
2021,PRGO,5854308475.990967
2022,PRGO,4534603698.642456
2023,PRGO,4193692371.267273
2020,PFE,166655088771.68164
2021,PFE,214229457060.5547
2022,PFE,225090141651.6875
2023,PFE,177494848354.48633
2020,PCG,24501558038.33008
2021,PCG,25049515583.80127
2022,PCG,32616555242.91992
2023,PCG,42088399940.49072
2020,PM,94460647924.80469
2021,PM,125779051986.69434
2022,PM,116214977456.66504
2023,PM,136703505343.62793
2020,PSX,18395994151.04956
2021,PSX,26124498617.838623
2022,PSX,31451021522.59546
2023,PSX,48681117472.684814
2020,PNW,7066256494.644165
2021,PNW,7143225781.570435
2022,PNW,6682021147.506714
2023,PNW,7989528652.984619
2020,PBI,806171652.1692276
2021,PBI,1124759719.9487686
2022,PBI,378974424.35979843
2023,PBI,519695527.2889137
2020,PNC,37740588157.958984
2021,PNC,69277118721.67969
2022,PNC,54485925974.487305
2023,PNC,46743442527.648926
2020,RL,2500551985.2710724
2021,RL,4133791338.608551
2022,RL,3253560495.0897217
2023,RL,4566665269.809723
2020,PPG,26533788262.939453
2021,PPG,31535662515.25879
2022,PPG,24826560975.646973
2023,PPG,29674315758.514404
2020,PPL,16984347969.563477
2021,PPL,18429554930.53125
2022,PPL,17412761429.9563
2023,PPL,16768652432.021606
2022,PX,552406410.5136871
2023,PX,619165907.723999
2020,PFG,8064445645.996094
2021,PFG,13418048199.21875
2022,PFG,15590496302.490234
2023,PFG,16110641542.72461
2020,PG,295892394005.06836
2021,PG,304906326601.6211
2022,PG,281937763569.3262
2023,PG,334260026712.5
2020,PGR,51227163201.07129
2021,PGR,51458533573.76953
2022,PGR,67390749549.62402
2023,PGR,81026245078.3789
2020,PLD,84113394765.36328
2021,PLD,107159848203.38232
2022,PLD,88784324314.14404
2023,PLD,100852736644.41504
2020,PRU,18656541584.014893
2021,PRU,32508206680.29785
2022,PRU,27722292549.1333
2023,PRU,32314786285.40039
2020,PEG,23838678763.209717
2021,PEG,27354857404.335693
2022,PEG,26078039871.110596
2023,PEG,27403302699.509766
2020,PSA,32782629164.398193
2021,PSA,45081652179.07715
2022,PSA,47351165833.6792
2023,PSA,44285437249.72534
2020,PHM,9208562426.78833
2021,PHM,9241709236.953735
2022,PHM,7646941635.20813
2023,PHM,15261736303.131104
2020,PVH,3310492542.6727295
2021,PVH,5705659735.675049
2022,PVH,2491868638.589859
2023,PVH,4264295691.3848877
2020,QRVO,12238055275.871338
2021,QRVO,15859860309.83496
2022,QRVO,7532935862.752441
2023,QRVO,9056408044.91748
2020,QCOM,120454794143.67676
2021,QCOM,134526327911.37695
2022,QCOM,120072468582.15332
2023,QCOM,121192137512.20703
2020,PWR,7723666667.861938
2021,PWR,16675769374.008179
2022,PWR,18706359891.35742
2023,PWR,27522078486.328125
2020,DGX,11713413535.430908
2021,DGX,15149930145.339966
2022,DGX,13029916768.356323
2023,DGX,13202588398.109436
2020,RRC,1564111111.106491
2021,RRC,5346801595.339172
2022,RRC,5983404476.752747
2023,RRC,7766981808.497314
2020,O,42248524463.9375
2021,O,47115241391.75391
2022,O,45540623578.35156
2023,O,41087514452.93359
2020,REGN,60689671436.2793
2021,REGN,65611799265.930176
2022,REGN,74685218260.62012
2023,REGN,89222856702.20947
2020,RF,9007226580.79541
2021,RF,17192356079.248535
2022,RF,16726434563.80371
2023,RF,14967172535.707031
2020,RSG,27710640020.324707
2021,RSG,36226403873.65723
2022,RSG,41622396520.38574
2023,RSG,44236192179.07715
2020,RHI,5038632670.288086
2021,RHI,9721158227.478027
2022,RHI,7541731537.414551
2023,RHI,7407199113.891602
2020,ROK,23358368630.325317
2021,ROK,31635422346.557617
2022,ROK,23549606995.269775
2023,ROK,31832324019.561768
2020,ROP,41360578916.19873
2021,ROP,46945500255.06592
2022,ROP,38049753111.60278
2023,ROP,51555175027.404785
2020,ROST,29674453088.777344
2021,ROST,34861317021.03223
2022,ROST,27352957009.132324
2023,ROST,37098465289.132324
2020,RCL,16623946432.34253
2021,RCL,22844121923.980713
2022,RCL,9733470840.682983
2023,RCL,23663377492.67578
2020,R,1628864587.3046875
2021,R,3297211489.3554688
2022,R,3098135913.8183594
2023,R,4515418328.955078
2020,SPGI,109047641113.28125
2021,SPGI,129533905670.16602
2022,SPGI,93868344665.52734
2023,SPGI,113441915435.79102
2020,CRM,239200037048.33984
2021,CRM,258140334838.8672
2022,CRM,136903281555.17578
2023,CRM,193000873168.9453
2020,SLB,20479674364.01367
2021,SLB,39765228645.62988
2022,SLB,48919836939.697266
2023,SLB,80864130014.64844
2020,STX,8955552004.470825
2021,STX,15530363056.33545
2022,STX,10377955780.258179
2023,STX,13473847556.533813
2020,SEE,5277391234.680542
2021,SEE,7554575336.208618
2022,SEE,6219673391.398315
2023,SEE,4677970523.122925
2020,SRE,32952661240.416016
2021,SRE,36411185915.21631
2022,SRE,44496218894.70215
2023,SRE,41689609191.33496
2020,SHW,56534953172.60742
2021,SHW,68646293321.04492
2022,SHW,50683803920.10498
2023,SHW,63775326677.215576
2020,SIG,793638449.8535156
2021,SIG,3360395278.5568237
2022,SIG,2459785536.4707947
2023,SIG,3125165138.9190674
2020,SPG,16604926988.917236
2021,SPG,35688948341.299805
2022,SPG,26050936409.25293
2023,SPG,33401942306.560547
2020,SWKS,21374219860.351562
2021,SWKS,24505950957.885742
2022,SWKS,12924633948.45581
2023,SWKS,15319328444.244385
2020,SLG,2253512591.8655396
2021,SLG,3630026569.961548
2022,SLG,2196920997.810364
2023,SLG,2269784331.703186
2020,SNA,6992549625.814819
2021,SNA,10172721807.728577
2022,SNA,10059862692.375183
2023,SNA,13077995538.853455
2020,SO,50667436788.8125
2021,SO,60321769188.125
2022,SO,68806728360.70312
2023,SO,68203993351.203125
2020,LUV,21473446129.92578
2021,LUV,29450118995.16504
2022,LUV,17659761729.726074
2023,LUV,15837922802.25586
2020,SWN,2592002819.6116333
2021,SWN,6110508980.644653
2022,SWN,6750237277.93396
2023,SWN,7114220583.223267
2020,SE,81458196929.62646
2021,SE,168548254569.70215
2022,SE,29639912196.548462
2023,SE,23241287803.451538
2020,SWK,22283726962.45459
2021,SWK,24446741080.98291
2022,SWK,10756507861.761963
2023,SWK,12421262461.83081
2020,SBUX,89436395574.95117
2021,SBUX,116769632260.13184
2022,SBUX,91183677374.26758
2023,SBUX,100867232415.77148
2020,STT,15572682599.029541
2021,STT,22827335991.6687
2022,STT,16909834801.712036
2023,STT,19291471239.16626
2020,SRCL,5854263511.491394
2021,SRCL,6310090221.325684
2022,SRCL,3909340860.662842
2023,SRCL,4150715359.0057373
2020,SYK,76086908622.83887
2021,SYK,97266255830.6914
2022,SYK,75604814081.84961
2023,SYK,103147635951.41406
2022,STI,931930487.6867294
2023,STI,1003332079.7012329
2020,SYF,9350299021.223145
2021,SYF,17894233570.302246
2022,SYF,10555636310.92749
2023,SYF,11766444940.094238
2020,SYY,27414851253.739746
2021,SYY,35667533364.447266
2022,SYY,32689279213.442383
2023,SYY,31339247918.17383
2020,TROW,24242817829.02527
2021,TROW,38636941080.87158
2022,TROW,21385052628.723145
2023,TROW,22314873780.38025
2020,TGT,66107545494.24902
2021,TGT,97459356195.71191
2022,TGT,64370721423.10254
2023,TGT,49316164282.81494
2020,TEL,27818559719.475586
2021,TEL,39653333580.68262
2022,TEL,32375872453.534424
2023,TEL,36901207747.41284
2020,TGNA,1769711539.9246216
2021,TGNA,3026838139.1601562
2022,TGNA,3230864354.96521
2023,TGNA,2330339121.34552
2020,TDC,2181470073.3184814
2021,TDC,5511334853.363037
2022,TDC,2984865948.677063
2023,TDC,4326422043.991089
2020,TXN,116709142902.42188
2021,TXN,160961976656.71875
2022,TXN,133042184169.65625
2023,TXN,140800302842.3203
2020,TXT,6731052370.844238
2021,TXT,13037876307.421875
2022,TXT,10893393810.202148
2023,TXT,14626883921.251465
2020,BK,22370464319.138184
2021,BK,34778791006.351074
2022,BK,26576794607.404785
2023,BK,30464333248.470215
2020,CLX,23086875229.431152
2021,CLX,18606570558.425903
2022,CLX,14855864113.105774
2023,CLX,15648077129.493713
2020,COO,16776688292.999268
2021,COO,20571371940.063477
2022,COO,13137143997.34497
2023,COO,15833400376.220703
2020,HSY,19461784215.72876
2021,HSY,23453031443.29834
2022,HSY,31116276865.142822
2023,HSY,28761514707.183838
2020,MOS,5438207602.006348
2021,MOS,10720260162.213135
2022,MOS,14641629792.125977
2023,MOS,11037044529.171387
2020,TRV,22619088469.01758
2021,TRV,32517827895.289062
2022,TRV,33500220417.15039
2023,TRV,36510936672.69336
2020,DIS,223269186199.9375
2021,DIS,304404010918.875
2022,DIS,169737120718.8125
2023,DIS,145841143436.84375
2020,TMO,167093464850.46387
2021,TMO,216667809450.43945
2022,TMO,192745146744.14062
2023,TMO,192843350305.66406
2020,TJX,59187882488.32422
2021,TJX,70953549876.2793
2022,TJX,67975371543.85742
2023,TJX,98820018613.16406
2020,TSCO,14502372781.341553
2021,TSCO,20737849814.956665
2022,TSCO,19337506557.9834
2023,TSCO,21516611456.222534
2020,TDG,23681533141.68091
2021,TDG,31130614309.350586
2022,TDG,26902887108.78296
2023,TDG,43219829823.376465
2020,RIG,709130715.0472832
2021,RIG,3318031327.243469
2022,RIG,2162410964.567398
2023,RIG,7187608864.756531
2020,TRIP,2465166439.201355
2021,TRIP,4259616107.98645
2022,TRIP,2778503030.3993225
2023,TRIP,2086394030.3993225
2020,FOXA,5859856855.781555
2021,FOXA,8546995913.497925
2022,FOXA,6623542138.22937
2023,FOXA,6837584588.039398
2020,FOX,6204463759.680176
2021,FOX,8340085110.283691
2022,FOX,6494947208.132568
2023,FOX,6689172297.762695
2020,TSN,15146170567.444336
2021,TSN,20604757944.1333
2022,TSN,17585554561.701416
2023,TSN,13923253947.269531
2020,USB,47206824973.166016
2021,USB,80790541648.66992
2022,USB,56913758349.5918
2023,USB,49270316980.38867
2020,UDR,9281586237.854004
2021,UDR,15619624377.929688
2022,UDR,12642396094.238281
2023,UDR,11251658190.673828
2020,ULTA,10552750304.704285
2021,ULTA,17004638156.643677
2022,ULTA,18901946608.026123
2023,ULTA,18819967490.130615
2020,UA,2055162751.8692017
2021,UA,3659192255.607605
2022,UA,1244793687.9673004
2023,UA,1332514063.9019012
2020,UAA,2120470973.564148
2021,UAA,3810428017.6239014
2022,UAA,1255666318.0074692
2023,UAA,1293430681.9925308
2020,UNP,109909850310.16895
2021,UNP,111521116595.89551
2022,UNP,113213394244.98633
2023,UNP,121383875936.62695
2020,UAL,11426980944.0
2021,UAL,15642632518.527832
2022,UAL,10696969098.111328
2023,UAL,13909677272.31958
2020,UNH,271962180093.69922
2021,UNH,345757305258.47656
2022,UNH,452702904968.91406
2023,UNH,458594738922.91797
2020,UPS,106772373242.56055
2021,UPS,119333165518.4502
2022,UPS,108884998205.87695
2023,UPS,108986677196.05371
2020,URI,11298488385.127258
2021,URI,22721942297.122192
2022,URI,17489671855.24292
2023,URI,29093498880.615234
2020,UHS,6230098757.507324
2021,UHS,8087744794.604492
2022,UHS,5188470997.509766
2023,UHS,7441744993.444824
2020,UNM,2681611071.6070557
2021,UNM,4196566917.2261963
2022,UNM,6778123318.798828
2023,UNM,8865130633.744873
2020,URBN,1919936876.967682
2021,URBN,2739208475.032318
2022,URBN,1812914938.405487
2023,URBN,3015989211.0597534
2020,VFC,23610273005.849243
2021,VFC,23075389846.7677
2022,VFC,10702191258.468018
2023,VFC,6724879995.474609
2020,VLO,11810079612.579346
2021,VLO,20427026174.01123
2022,VLO,32219308798.828125
2023,VLO,44095064453.73535
2020,VTR,15055006713.042969
2021,VTR,20480310840.539062
2022,VTR,15449996020.341797
2023,VTR,16870445973.722656
2020,VRSN,19993360595.703125
2021,VRSN,20008975463.867188
2022,VRSN,16953119702.148438
2023,VRSN,19766927880.859375
2020,VRSK,25735683863.03711
2021,VRSK,27985435846.801758
2022,VRSK,23986371775.268555
2023,VRSK,33446127956.90918
2020,VZ,199347347701.92773
2021,VZ,188957391186.35156
2022,VZ,139426383740.91797
2023,VZ,127189222143.84375
2020,VRTX,70234714979.73633
2021,VRTX,46817121622.46704
2022,VRTX,74730855285.46143
2023,VRTX,89752386959.47266
2020,V,324557894906.4375
2021,V,363659255014.1719
2022,V,292084971783.5156
2023,V,381216640098.9375
2020,VNO,5451790474.356079
2021,VNO,7170687721.680908
2022,VNO,4192950966.26239
2023,VNO,4276278005.5717163
2020,VMC,17307811488.64746
2021,VMC,21788678864.135742
2022,VMC,20492533822.631836
2023,VMC,26480671764.22119
2020,WMT,353094474927.93164
2021,WMT,357218745027.9453
2022,WMT,337721334098.92773
2023,WMT,422811446277.16016
2020,WBA,25067807766.140625
2021,WBA,34164155204.085938
2022,WBA,23805520320.914062
2023,WBA,17863809701.90625
2020,WM,42548576219.58203
2021,WM,57127989903.76953
2022,WM,62244101032.59668
2023,WM,60264530985.04785
2020,WAT,11615936157.220459
2021,WAT,21210006145.36743
2022,WAT,15999812834.536743
2023,WAT,16277626091.757202
2020,WEC,26861060732.53784
2021,WEC,25149258700.167725
2022,WEC,26267397354.635254
2023,WEC,24469849920.596924
2020,WFC,72953591028.04443
2021,WFC,146083016158.17285
2022,WFC,129239701060.14844
2023,WFC,135073310968.89844
2020,WDC,12634383851.47168
2021,WDC,19509839182.249023
2022,WDC,11251687915.47168
2023,WDC,15773104259.139648
2020,WU,5630640149.779053
2021,WU,5529164323.109253
2022,WU,3908622294.915283
2023,WU,4125921026.0616455
2020,WY,17525292750.264038
2021,WY,22303215267.71338
2022,WY,19174955299.86145
2023,WY,21653494325.67993
2020,WHR,8435506755.639648
2021,WHR,9589166983.569336
2022,WHR,6572447225.109863
2023,WHR,6859901529.577637
2020,WMB,19189586721.305786
2021,WMB,27070052202.44165
2022,WMB,31483217028.498047
2023,WMB,39149316327.91553
2020,WYNN,7843456401.245117
2021,WYNN,9256829504.760742
2022,WYNN,6884460608.337402
2023,WYNN,10143179445.06836
2020,XEL,33955622305.416504
2021,XEL,31609494273.29077
2022,XEL,33270196204.809082
2023,XEL,30715768785.089355
2020,XRX,1835732142.4827576
2021,XRX,2060977533.1878662
2022,XRX,1413733202.0187378
2023,XRX,1815278906.2156677
2020,XYL,19506424269.273438
2021,XYL,28973030011.730957
2022,XYL,20720729860.39746
2023,XYL,21858890485.081055
2020,YUM,23847427781.055176
2021,YUM,32499883991.928223
2022,YUM,28781792734.193848
2023,YUM,34447269897.13623
2020,ZBH,26110827138.97705
2021,ZBH,28245170700.98877
2022,ZBH,20955042207.366943
2023,ZBH,22664659666.44287
2020,ZION,3756980821.295044
2021,ZION,8183465486.022339
2022,ZION,6894416752.929932
2023,ZION,4946632809.706421
2020,ZTS,72661352913.6582
2021,ZTS,85777454733.04688
2022,ZTS,65938838045.134766
2023,ZTS,78046891693.50977
